ID,Experiment Name,BCDCCollection,BossDBURI,SampleType,SpeciesCommonName,SpeciesTaxonomyID,Genotype,SubjectID,Age,Sex,Modality,Technique,Anntomical Structure,ParentSpecimenID,ParentSpecimenType,SubspecimenType,SubspecimenQuantity,Investigator,Description,BICCNDeliveryQuarter,Protocol,Public,Creator,Contributors,DataCreated,DateModified,License,ImageLocation,CoordinateFrame,Version,Channels
collman15v2,collman15v2,collman,bossdb://collman/collman15v2/EM25K,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Forrest Collman,Electron microscopy,2022Q3,,True,Stanford University|Allen Institute for Brain Science|University of North Carolina School of Medicine,Forrest Collman|JoAnn Buchanan|Kristen D. Phend|Kristina D. Micheva|Richard J. Weinberg|Stephen J Smith,2015,,CC-BY 4.0,,,1,EM25K
collman15v2,collman15v2,collman,bossdb://collman/collman15v2/EM2k,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Forrest Collman,Electron microscopy,2022Q3,,True,Stanford University|Allen Institute for Brain Science|University of North Carolina School of Medicine,Forrest Collman|JoAnn Buchanan|Kristen D. Phend|Kristina D. Micheva|Richard J. Weinberg|Stephen J Smith,2015,,CC-BY 4.0,,,1,EM2k
collman15v2,collman15v2,collman,bossdb://collman/collman15v2/GABA488,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Forrest Collman,Electron microscopy,2022Q3,,True,Stanford University|Allen Institute for Brain Science|University of North Carolina School of Medicine,Forrest Collman|JoAnn Buchanan|Kristen D. Phend|Kristina D. Micheva|Richard J. Weinberg|Stephen J Smith,2015,,CC-BY 4.0,,,1,GABA488
collman15v2,collman15v2,collman,bossdb://collman/collman15v2/GAD647,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Forrest Collman,Electron microscopy,2022Q3,,True,Stanford University|Allen Institute for Brain Science|University of North Carolina School of Medicine,Forrest Collman|JoAnn Buchanan|Kristen D. Phend|Kristina D. Micheva|Richard J. Weinberg|Stephen J Smith,2015,,CC-BY 4.0,,,1,GAD647
collman15v2,collman15v2,collman,bossdb://collman/collman15v2/gephyrin594,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Forrest Collman,Electron microscopy,2022Q3,,True,Stanford University|Allen Institute for Brain Science|University of North Carolina School of Medicine,Forrest Collman|JoAnn Buchanan|Kristen D. Phend|Kristina D. Micheva|Richard J. Weinberg|Stephen J Smith,2015,,CC-BY 4.0,,,1,gephyrin594
collman15v2,collman15v2,collman,bossdb://collman/collman15v2/GS594,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Forrest Collman,Electron microscopy,2022Q3,,True,Stanford University|Allen Institute for Brain Science|University of North Carolina School of Medicine,Forrest Collman|JoAnn Buchanan|Kristen D. Phend|Kristina D. Micheva|Richard J. Weinberg|Stephen J Smith,2015,,CC-BY 4.0,,,1,GS594
Ex10R55,Ex10R55,weiler14,bossdb://weiler14/Ex10R55/Arc_5 ,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Nicholas C Weiler,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,2022Q3,,True,Stanford University School of Medicine|Duke University|The Johns Hopkins University,Nicholas C Weiler|Forrest Collman|Joshua T Vogelstein|Randal Burns & Stephen J Smith ,2014,,CC-BY 4.0,,,1,Arc_5 
Ex10R55,Ex10R55,weiler14,bossdb://weiler14/Ex10R55/ Calbindin_7,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Nicholas C Weiler,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,2022Q3,,True,Stanford University School of Medicine|Duke University|The Johns Hopkins University,Nicholas C Weiler|Forrest Collman|Joshua T Vogelstein|Randal Burns & Stephen J Smith ,2014,,CC-BY 4.0,,,1, Calbindin_7
Ex10R55,Ex10R55,weiler14,bossdb://weiler14/Ex10R55/DAPI_1,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Nicholas C Weiler,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,2022Q3,,True,Stanford University School of Medicine|Duke University|The Johns Hopkins University,Nicholas C Weiler|Forrest Collman|Joshua T Vogelstein|Randal Burns & Stephen J Smith ,2014,,CC-BY 4.0,,,1,DAPI_1
Ex10R55,Ex10R55,weiler14,bossdb://weiler14/Ex10R55/DAPI_2,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Nicholas C Weiler,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,2022Q3,,True,Stanford University School of Medicine|Duke University|The Johns Hopkins University,Nicholas C Weiler|Forrest Collman|Joshua T Vogelstein|Randal Burns & Stephen J Smith ,2014,,CC-BY 4.0,,,1,DAPI_2
Ex10R55,Ex10R55,weiler14,bossdb://weiler14/Ex10R55/DAPI_3,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Nicholas C Weiler,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,2022Q3,,True,Stanford University School of Medicine|Duke University|The Johns Hopkins University,Nicholas C Weiler|Forrest Collman|Joshua T Vogelstein|Randal Burns & Stephen J Smith ,2014,,CC-BY 4.0,,,1,DAPI_3
Ex10R55,Ex10R55,weiler14,bossdb://weiler14/Ex10R55/DAPI_4,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Nicholas C Weiler,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,2022Q3,,True,Stanford University School of Medicine|Duke University|The Johns Hopkins University,Nicholas C Weiler|Forrest Collman|Joshua T Vogelstein|Randal Burns & Stephen J Smith ,2014,,CC-BY 4.0,,,1,DAPI_4
Ex10R55,Ex10R55,weiler14,bossdb://weiler14/Ex10R55/DAPI_5,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Nicholas C Weiler,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,2022Q3,,True,Stanford University School of Medicine|Duke University|The Johns Hopkins University,Nicholas C Weiler|Forrest Collman|Joshua T Vogelstein|Randal Burns & Stephen J Smith ,2014,,CC-BY 4.0,,,1,DAPI_5
Ex10R55,Ex10R55,weiler14,bossdb://weiler14/Ex10R55/DAPI_6,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Nicholas C Weiler,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,2022Q3,,True,Stanford University School of Medicine|Duke University|The Johns Hopkins University,Nicholas C Weiler|Forrest Collman|Joshua T Vogelstein|Randal Burns & Stephen J Smith ,2014,,CC-BY 4.0,,,1,DAPI_6
Ex10R55,Ex10R55,weiler14,bossdb://weiler14/Ex10R55/DAPI_7,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Nicholas C Weiler,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,2022Q3,,True,Stanford University School of Medicine|Duke University|The Johns Hopkins University,Nicholas C Weiler|Forrest Collman|Joshua T Vogelstein|Randal Burns & Stephen J Smith ,2014,,CC-BY 4.0,,,1,DAPI_7
Ex10R55,Ex10R55,weiler14,bossdb://weiler14/Ex10R55/DAPI_8,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Nicholas C Weiler,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,2022Q3,,True,Stanford University School of Medicine|Duke University|The Johns Hopkins University,Nicholas C Weiler|Forrest Collman|Joshua T Vogelstein|Randal Burns & Stephen J Smith ,2014,,CC-BY 4.0,,,1,DAPI_8
Ex12R75,Ex12R75,weiler14,bossdb://weiler14/Ex12R75/DAPI_1,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Nicholas C Weiler,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,2022Q3,,True,Stanford University School of Medicine|Duke University|The Johns Hopkins University,Nicholas C Weiler|Forrest Collman|Joshua T Vogelstein|Randal Burns & Stephen J Smith ,2014,,CC-BY 4.0,,,1,DAPI_1
Ex12R75,Ex12R75,weiler14,bossdb://weiler14/Ex12R75/DAPI_2,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Nicholas C Weiler,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,2022Q3,,True,Stanford University School of Medicine|Duke University|The Johns Hopkins University,Nicholas C Weiler|Forrest Collman|Joshua T Vogelstein|Randal Burns & Stephen J Smith ,2014,,CC-BY 4.0,,,1,DAPI_2
Ex12R75,Ex12R75,weiler14,bossdb://weiler14/Ex12R75/DAPI_3,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Nicholas C Weiler,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,2022Q3,,True,Stanford University School of Medicine|Duke University|The Johns Hopkins University,Nicholas C Weiler|Forrest Collman|Joshua T Vogelstein|Randal Burns & Stephen J Smith ,2014,,CC-BY 4.0,,,1,DAPI_3
Ex12R75,Ex12R75,weiler14,bossdb://weiler14/Ex12R75/DAPI_4,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Nicholas C Weiler,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,2022Q3,,True,Stanford University School of Medicine|Duke University|The Johns Hopkins University,Nicholas C Weiler|Forrest Collman|Joshua T Vogelstein|Randal Burns & Stephen J Smith ,2014,,CC-BY 4.0,,,1,DAPI_4
Ex12R75,Ex12R75,weiler14,bossdb://weiler14/Ex12R75/DAPI_5,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Nicholas C Weiler,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,2022Q3,,True,Stanford University School of Medicine|Duke University|The Johns Hopkins University,Nicholas C Weiler|Forrest Collman|Joshua T Vogelstein|Randal Burns & Stephen J Smith ,2014,,CC-BY 4.0,,,1,DAPI_5
Ex12R75,Ex12R75,weiler14,bossdb://weiler14/Ex12R75/DAPI_6,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Nicholas C Weiler,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,2022Q3,,True,Stanford University School of Medicine|Duke University|The Johns Hopkins University,Nicholas C Weiler|Forrest Collman|Joshua T Vogelstein|Randal Burns & Stephen J Smith ,2014,,CC-BY 4.0,,,1,DAPI_6
Ex12R75,Ex12R75,weiler14,bossdb://weiler14/Ex12R75/GABAARa1_6,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Nicholas C Weiler,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,2022Q3,,True,Stanford University School of Medicine|Duke University|The Johns Hopkins University,Nicholas C Weiler|Forrest Collman|Joshua T Vogelstein|Randal Burns & Stephen J Smith ,2014,,CC-BY 4.0,,,1,GABAARa1_6
Ex12R75,Ex12R75,weiler14,bossdb://weiler14/Ex12R75/GAD2_3,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Nicholas C Weiler,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,2022Q3,,True,Stanford University School of Medicine|Duke University|The Johns Hopkins University,Nicholas C Weiler|Forrest Collman|Joshua T Vogelstein|Randal Burns & Stephen J Smith ,2014,,CC-BY 4.0,,,1,GAD2_3
Ex12R75,Ex12R75,weiler14,bossdb://weiler14/Ex12R75/Gephyrin_2,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Nicholas C Weiler,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,2022Q3,,True,Stanford University School of Medicine|Duke University|The Johns Hopkins University,Nicholas C Weiler|Forrest Collman|Joshua T Vogelstein|Randal Burns & Stephen J Smith ,2014,,CC-BY 4.0,,,1,Gephyrin_2
Ex12R75,Ex12R75,weiler14,bossdb://weiler14/Ex12R75/GluR1_4 ,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Nicholas C Weiler,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,2022Q3,,True,Stanford University School of Medicine|Duke University|The Johns Hopkins University,Nicholas C Weiler|Forrest Collman|Joshua T Vogelstein|Randal Burns & Stephen J Smith ,2014,,CC-BY 4.0,,,1,GluR1_4 
Ex12R76,Ex12R76,weiler14,bossdb://weiler14/Ex12R76/DAPI_1,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Nicholas C Weiler,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,2022Q3,,True,Stanford University School of Medicine|Duke University|The Johns Hopkins University,Nicholas C Weiler|Forrest Collman|Joshua T Vogelstein|Randal Burns & Stephen J Smith ,2014,,CC-BY 4.0,,,1,DAPI_1
Ex12R76,Ex12R76,weiler14,bossdb://weiler14/Ex12R76/DAPI_2,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Nicholas C Weiler,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,2022Q3,,True,Stanford University School of Medicine|Duke University|The Johns Hopkins University,Nicholas C Weiler|Forrest Collman|Joshua T Vogelstein|Randal Burns & Stephen J Smith ,2014,,CC-BY 4.0,,,1,DAPI_2
Ex12R76,Ex12R76,weiler14,bossdb://weiler14/Ex12R76/DAPI_3,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Nicholas C Weiler,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,2022Q3,,True,Stanford University School of Medicine|Duke University|The Johns Hopkins University,Nicholas C Weiler|Forrest Collman|Joshua T Vogelstein|Randal Burns & Stephen J Smith ,2014,,CC-BY 4.0,,,1,DAPI_3
Ex12R76,Ex12R76,weiler14,bossdb://weiler14/Ex12R76/DAPI_4,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Nicholas C Weiler,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,2022Q3,,True,Stanford University School of Medicine|Duke University|The Johns Hopkins University,Nicholas C Weiler|Forrest Collman|Joshua T Vogelstein|Randal Burns & Stephen J Smith ,2014,,CC-BY 4.0,,,1,DAPI_4
Ex12R76,Ex12R76,weiler14,bossdb://weiler14/Ex12R76/DAPI_5,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Nicholas C Weiler,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,2022Q3,,True,Stanford University School of Medicine|Duke University|The Johns Hopkins University,Nicholas C Weiler|Forrest Collman|Joshua T Vogelstein|Randal Burns & Stephen J Smith ,2014,,CC-BY 4.0,,,1,DAPI_5
Ex12R76,Ex12R76,weiler14,bossdb://weiler14/Ex12R76/DAPI_6,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Nicholas C Weiler,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,2022Q3,,True,Stanford University School of Medicine|Duke University|The Johns Hopkins University,Nicholas C Weiler|Forrest Collman|Joshua T Vogelstein|Randal Burns & Stephen J Smith ,2014,,CC-BY 4.0,,,1,DAPI_6
Ex12R76,Ex12R76,weiler14,bossdb://weiler14/Ex12R76/GABAARa1_6,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Nicholas C Weiler,Array tomography (ATomo) and columnar organization to create high resolution volumetric images,2022Q3,,True,Stanford University School of Medicine|Duke University|The Johns Hopkins University,Nicholas C Weiler|Forrest Collman|Joshua T Vogelstein|Randal Burns & Stephen J Smith ,2014,,CC-BY 4.0,,,1,GABAARa1_6
